Variable_1,Variable_2,Value
69: 2TI,72: HEB,0.8122381
70: TIT,72: HEB,0.82839173
71: PHM,72: HEB,0.8253871
72: HEB,72: HEB,0.9999998
73: JAS,72: HEB,0.79614884
74: 1PE,72: HEB,0.819123
75: 2PE,72: HEB,0.839596
76: 1JN,72: HEB,0.79814374
77: 2JN,72: HEB,0.830847
78: 3JN,72: HEB,0.8312201
79: JUD,72: HEB,0.8320011
80: REV,72: HEB,0.4272097
0: GEN,73: JAS,0.5710131
1: EXO,73: JAS,0.59560335
2: LEV,73: JAS,0.6706261
3: NUM,73: JAS,0.614047
4: DEU,73: JAS,0.6592504
5: JOS,73: JAS,0.5106278
6: JDG,73: JAS,0.55532855
7: RUT,73: JAS,0.8450802
8: 1SA,73: JAS,0.5870885
9: 2SA,73: JAS,0.614331
10: 1KI,73: JAS,0.6263496
11: 2KI,73: JAS,0.6012287
12: 1CH,73: JAS,0.56112325
13: 2CH,73: JAS,0.66148305
14: EZR,73: JAS,0.66408116
15: NEH,73: JAS,0.56834465
16: EST,73: JAS,0.66094583
17: JOB,73: JAS,0.7006487
18: PSA,73: JAS,0.70491964
19: PRO,73: JAS,0.7966417
20: ECC,73: JAS,0.82384413
21: SNG,73: JAS,0.82601327
22: ISA,73: JAS,0.66609395
23: JER,73: JAS,0.71912706
24: LAM,73: JAS,0.816782
25: EZK,73: JAS,0.6674659
26: DAN,73: JAS,0.5833775
27: HOS,73: JAS,0.7681333
28: JOL,73: JAS,0.82491624
29: AMO,73: JAS,0.84528923
30: OBA,73: JAS,0.92730886
31: JON,73: JAS,0.8891917
32: MIC,73: JAS,0.85114676
33: NAM,73: JAS,0.91626203
34: HAB,73: JAS,0.90843034
35: ZEP,73: JAS,0.8554469
36: HAG,73: JAS,0.8899093
37: ZEC,73: JAS,0.7512835
38: MAL,73: JAS,0.9169518
54: MAT,73: JAS,0.78208417
55: MRK,73: JAS,0.7559496
56: LUK,73: JAS,0.8021001
57: JHN,73: JAS,0.728663
58: ACT,73: JAS,0.65977657
59: ROM,73: JAS,0.8041137
60: 1CO,73: JAS,0.7963634
61: 2CO,73: JAS,0.8363471
62: GAL,73: JAS,0.896261
63: EPH,73: JAS,0.8787734
64: PHP,73: JAS,0.92242557
65: COL,73: JAS,0.9269338
66: 1TH,73: JAS,0.9309815
67: 2TH,73: JAS,0.95719826
68: 1TI,73: JAS,0.92792064
69: 2TI,73: JAS,0.9413631
70: TIT,73: JAS,0.949285
71: PHM,73: JAS,0.950796
72: HEB,73: JAS,0.79614884
73: JAS,73: JAS,0.9999999
74: 1PE,73: JAS,0.94300944
75: 2PE,73: JAS,0.96843314
76: 1JN,73: JAS,0.90950173
77: 2JN,73: JAS,0.9367234
78: 3JN,73: JAS,0.95116955
79: JUD,73: JAS,0.9479618
80: REV,73: JAS,0.55881244
0: GEN,74: 1PE,0.53287005
1: EXO,74: 1PE,0.5284315
2: LEV,74: 1PE,0.6305354
3: NUM,74: 1PE,0.6162717
4: DEU,74: 1PE,0.6309444
5: JOS,74: 1PE,0.49172914
6: JDG,74: 1PE,0.49694228
7: RUT,74: 1PE,0.79086673
8: 1SA,74: 1PE,0.58332187
9: 2SA,74: 1PE,0.57945186
10: 1KI,74: 1PE,0.6220408
11: 2KI,74: 1PE,0.5583955
12: 1CH,74: 1PE,0.5943843
13: 2CH,74: 1PE,0.67107326
14: EZR,74: 1PE,0.7386402
15: NEH,74: 1PE,0.59044796
16: EST,74: 1PE,0.7203446
17: JOB,74: 1PE,0.6218788
18: PSA,74: 1PE,0.702357
19: PRO,74: 1PE,0.68029094
20: ECC,74: 1PE,0.826495
21: SNG,74: 1PE,0.7651953
22: ISA,74: 1PE,0.6064008
23: JER,74: 1PE,0.6026227
24: LAM,74: 1PE,0.74832267
25: EZK,74: 1PE,0.5931412
26: DAN,74: 1PE,0.70078367
27: HOS,74: 1PE,0.67546606
28: JOL,74: 1PE,0.755465
29: AMO,74: 1PE,0.752321
30: OBA,74: 1PE,0.8960806
31: JON,74: 1PE,0.8801753
32: MIC,74: 1PE,0.78209054
33: NAM,74: 1PE,0.8465843
34: HAB,74: 1PE,0.84862286
35: ZEP,74: 1PE,0.8030633
36: HAG,74: 1PE,0.8539496
37: ZEC,74: 1PE,0.707591
38: MAL,74: 1PE,0.88071334
54: MAT,74: 1PE,0.72528493
55: MRK,74: 1PE,0.7211627
56: LUK,74: 1PE,0.8240045
57: JHN,74: 1PE,0.70763165
58: ACT,74: 1PE,0.7011218
59: ROM,74: 1PE,0.9032764
60: 1CO,74: 1PE,0.83356667
61: 2CO,74: 1PE,0.94566447
62: GAL,74: 1PE,0.95087415
63: EPH,74: 1PE,0.96870834
64: PHP,74: 1PE,0.9785746
65: COL,74: 1PE,0.98775154
66: 1TH,74: 1PE,0.9653847
67: 2TH,74: 1PE,0.972883
68: 1TI,74: 1PE,0.9608171
69: 2TI,74: 1PE,0.9745505
70: TIT,74: 1PE,0.9633122
71: PHM,74: 1PE,0.96196204
72: HEB,74: 1PE,0.819123
73: JAS,74: 1PE,0.94300944
74: 1PE,74: 1PE,1.0000001
75: 2PE,74: 1PE,0.9577145
76: 1JN,74: 1PE,0.88952214
77: 2JN,74: 1PE,0.9277147
78: 3JN,74: 1PE,0.9473868
79: JUD,74: 1PE,0.9585031
80: REV,74: 1PE,0.5643544
0: GEN,75: 2PE,0.6249868
1: EXO,75: 2PE,0.64088035
2: LEV,75: 2PE,0.70330256
3: NUM,75: 2PE,0.65623665
4: DEU,75: 2PE,0.7063468
5: JOS,75: 2PE,0.58581036
6: JDG,75: 2PE,0.6029891
7: RUT,75: 2PE,0.8848094
8: 1SA,75: 2PE,0.68484616
9: 2SA,75: 2PE,0.66485214
10: 1KI,75: 2PE,0.66542345
11: 2KI,75: 2PE,0.6844269
12: 1CH,75: 2PE,0.6204467
13: 2CH,75: 2PE,0.71122533
14: EZR,75: 2PE,0.7321705
15: NEH,75: 2PE,0.61778706
16: EST,75: 2PE,0.75629103
17: JOB,75: 2PE,0.6832134
18: PSA,75: 2PE,0.7368596
19: PRO,75: 2PE,0.71854556
20: ECC,75: 2PE,0.8190115
21: SNG,75: 2PE,0.81385714
22: ISA,75: 2PE,0.6870811
23: JER,75: 2PE,0.7056787
24: LAM,75: 2PE,0.83352965
25: EZK,75: 2PE,0.6678889
26: DAN,75: 2PE,0.70478785
27: HOS,75: 2PE,0.75565434
28: JOL,75: 2PE,0.8523592
29: AMO,75: 2PE,0.85881513
30: OBA,75: 2PE,0.96232504
31: JON,75: 2PE,0.94538623
32: MIC,75: 2PE,0.8735047
33: NAM,75: 2PE,0.92864746
34: HAB,75: 2PE,0.9169375
35: ZEP,75: 2PE,0.89467853
36: HAG,75: 2PE,0.9355287
37: ZEC,75: 2PE,0.8216317
38: MAL,75: 2PE,0.9404781
54: MAT,75: 2PE,0.75983846
55: MRK,75: 2PE,0.75621575
56: LUK,75: 2PE,0.8300198
57: JHN,75: 2PE,0.7516858
58: ACT,75: 2PE,0.7397003
59: ROM,75: 2PE,0.7989709
60: 1CO,75: 2PE,0.7523491
61: 2CO,75: 2PE,0.85472804
62: GAL,75: 2PE,0.9085187
63: EPH,75: 2PE,0.888535
64: PHP,75: 2PE,0.9327207
65: COL,75: 2PE,0.93729895
66: 1TH,75: 2PE,0.9600328
67: 2TH,75: 2PE,0.9834502
68: 1TI,75: 2PE,0.92574716
69: 2TI,75: 2PE,0.96554255
70: TIT,75: 2PE,0.97424924
71: PHM,75: 2PE,0.9766388
72: HEB,75: 2PE,0.839596
73: JAS,75: 2PE,0.96843314
74: 1PE,75: 2PE,0.9577145
75: 2PE,75: 2PE,1
76: 1JN,75: 2PE,0.91107124
77: 2JN,75: 2PE,0.9755393
78: 3JN,75: 2PE,0.98379767
79: JUD,75: 2PE,0.9841769
80: REV,75: 2PE,0.63569397
0: GEN,76: 1JN,0.5952809
1: EXO,76: 1JN,0.55999124
2: LEV,76: 1JN,0.578333
3: NUM,76: 1JN,0.49944824
4: DEU,76: 1JN,0.6492676
5: JOS,76: 1JN,0.5205993
6: JDG,76: 1JN,0.5846316
7: RUT,76: 1JN,0.79632163
8: 1SA,76: 1JN,0.54013836
9: 2SA,76: 1JN,0.5125746
10: 1KI,76: 1JN,0.5734413
11: 2KI,76: 1JN,0.63417286
12: 1CH,76: 1JN,0.42123765
13: 2CH,76: 1JN,0.5914957
14: EZR,76: 1JN,0.6201477
15: NEH,76: 1JN,0.5703889
16: EST,76: 1JN,0.67773354
17: JOB,76: 1JN,0.6845062
18: PSA,76: 1JN,0.6125839
19: PRO,76: 1JN,0.69401765
20: ECC,76: 1JN,0.8270258
21: SNG,76: 1JN,0.80974907
22: ISA,76: 1JN,0.548428
23: JER,76: 1JN,0.5984167
24: LAM,76: 1JN,0.71997124
25: EZK,76: 1JN,0.55105543
26: DAN,76: 1JN,0.6520654
27: HOS,76: 1JN,0.65930265
28: JOL,76: 1JN,0.696697
29: AMO,76: 1JN,0.7157951
30: OBA,76: 1JN,0.86040443
31: JON,76: 1JN,0.8808518
32: MIC,76: 1JN,0.7499807
33: NAM,76: 1JN,0.826058
34: HAB,76: 1JN,0.81303096
35: ZEP,76: 1JN,0.7362596
36: HAG,76: 1JN,0.8161308
37: ZEC,76: 1JN,0.67511934
38: MAL,76: 1JN,0.822705
54: MAT,76: 1JN,0.8148122
55: MRK,76: 1JN,0.81869984
56: LUK,76: 1JN,0.8529862
57: JHN,76: 1JN,0.90993094
58: ACT,76: 1JN,0.63100135
59: ROM,76: 1JN,0.73046726
60: 1CO,76: 1JN,0.7396272
61: 2CO,76: 1JN,0.8108261
62: GAL,76: 1JN,0.88991654
63: EPH,76: 1JN,0.82164395
64: PHP,76: 1JN,0.8978052
65: COL,76: 1JN,0.8624324
66: 1TH,76: 1JN,0.88555837
67: 2TH,76: 1JN,0.9150781
68: 1TI,76: 1JN,0.8763527
69: 2TI,76: 1JN,0.907316
70: TIT,76: 1JN,0.87978435
71: PHM,76: 1JN,0.91364455
72: HEB,76: 1JN,0.79814374
73: JAS,76: 1JN,0.90950173
74: 1PE,76: 1JN,0.88952214
75: 2PE,76: 1JN,0.91107124
76: 1JN,76: 1JN,1.0000001
77: 2JN,76: 1JN,0.909024
78: 3JN,76: 1JN,0.9089458
79: JUD,76: 1JN,0.8811269
80: REV,76: 1JN,0.5851944
0: GEN,77: 2JN,0.6772102
1: EXO,77: 2JN,0.6925307
2: LEV,77: 2JN,0.70298207
3: NUM,77: 2JN,0.71478087
4: DEU,77: 2JN,0.70294166
5: JOS,77: 2JN,0.68643004
6: JDG,77: 2JN,0.6905923
7: RUT,77: 2JN,0.927485
8: 1SA,77: 2JN,0.7021103
9: 2SA,77: 2JN,0.70736915
10: 1KI,77: 2JN,0.7149175
11: 2KI,77: 2JN,0.73683375
12: 1CH,77: 2JN,0.6683808
13: 2CH,77: 2JN,0.7523599
14: EZR,77: 2JN,0.7694461
15: NEH,77: 2JN,0.65728325
16: EST,77: 2JN,0.75511634
17: JOB,77: 2JN,0.6394486
18: PSA,77: 2JN,0.6469516
19: PRO,77: 2JN,0.65102375
20: ECC,77: 2JN,0.77352196
21: SNG,77: 2JN,0.8330897
22: ISA,77: 2JN,0.6399094
23: JER,77: 2JN,0.6985226
24: LAM,77: 2JN,0.79287744
25: EZK,77: 2JN,0.680534
26: DAN,77: 2JN,0.6959472
27: HOS,77: 2JN,0.741347
28: JOL,77: 2JN,0.84253585
29: AMO,77: 2JN,0.84891057
30: OBA,77: 2JN,0.97088516
31: JON,77: 2JN,0.9616918
32: MIC,77: 2JN,0.8469779
33: NAM,77: 2JN,0.9036401
34: HAB,77: 2JN,0.8680434
35: ZEP,77: 2JN,0.8814274
36: HAG,77: 2JN,0.96209043
37: ZEC,77: 2JN,0.83100766
38: MAL,77: 2JN,0.9379237
54: MAT,77: 2JN,0.8106047
55: MRK,77: 2JN,0.82109416
56: LUK,77: 2JN,0.87390447
57: JHN,77: 2JN,0.7935442
58: ACT,77: 2JN,0.7450827
59: ROM,77: 2JN,0.7829534
60: 1CO,77: 2JN,0.76378244
61: 2CO,77: 2JN,0.83147985
62: GAL,77: 2JN,0.9148357
63: EPH,77: 2JN,0.85495675
64: PHP,77: 2JN,0.9203771
65: COL,77: 2JN,0.90690523
66: 1TH,77: 2JN,0.9628274
67: 2TH,77: 2JN,0.97845083
68: 1TI,77: 2JN,0.907455
69: 2TI,77: 2JN,0.9594522
70: TIT,77: 2JN,0.973187
71: PHM,77: 2JN,0.9873019
72: HEB,77: 2JN,0.830847
73: JAS,77: 2JN,0.9367234
74: 1PE,77: 2JN,0.9277147
75: 2PE,77: 2JN,0.9755393
76: 1JN,77: 2JN,0.909024
77: 2JN,77: 2JN,1.0000002
78: 3JN,77: 2JN,0.99225
79: JUD,77: 2JN,0.9867261
80: REV,77: 2JN,0.65846926
0: GEN,78: 3JN,0.66662556
1: EXO,78: 3JN,0.6867918
2: LEV,78: 3JN,0.6919986
3: NUM,78: 3JN,0.70761716
4: DEU,78: 3JN,0.72462904
5: JOS,78: 3JN,0.64746356
6: JDG,78: 3JN,0.6653579
7: RUT,78: 3JN,0.91525954
8: 1SA,78: 3JN,0.69749874
9: 2SA,78: 3JN,0.68479097
10: 1KI,78: 3JN,0.73055744
11: 2KI,78: 3JN,0.7022588
12: 1CH,78: 3JN,0.64615965
13: 2CH,78: 3JN,0.7684846
14: EZR,78: 3JN,0.788084
15: NEH,78: 3JN,0.68043613
16: EST,78: 3JN,0.7407689
17: JOB,78: 3JN,0.66102
18: PSA,78: 3JN,0.7026214
19: PRO,78: 3JN,0.6693207
20: ECC,78: 3JN,0.8025715
21: SNG,78: 3JN,0.8467811
22: ISA,78: 3JN,0.63822603
23: JER,78: 3JN,0.72661394
24: LAM,78: 3JN,0.8291083
25: EZK,78: 3JN,0.6869351
26: DAN,78: 3JN,0.69897366
27: HOS,78: 3JN,0.7668464
28: JOL,78: 3JN,0.8646828
29: AMO,78: 3JN,0.8570888
30: OBA,78: 3JN,0.97629243
31: JON,78: 3JN,0.9657628
32: MIC,78: 3JN,0.8695639
33: NAM,78: 3JN,0.9217843
34: HAB,78: 3JN,0.90133715
35: ZEP,78: 3JN,0.9004363
36: HAG,78: 3JN,0.95893466
37: ZEC,78: 3JN,0.83318925
38: MAL,78: 3JN,0.9566997
54: MAT,78: 3JN,0.7838233
55: MRK,78: 3JN,0.78238565
56: LUK,78: 3JN,0.8554438
57: JHN,78: 3JN,0.7701064
58: ACT,78: 3JN,0.7431836
59: ROM,78: 3JN,0.806624
60: 1CO,78: 3JN,0.7698881
61: 2CO,78: 3JN,0.8513144
62: GAL,78: 3JN,0.9179031
63: EPH,78: 3JN,0.8787454
64: PHP,78: 3JN,0.9331916
65: COL,78: 3JN,0.9282547
66: 1TH,78: 3JN,0.97521144
67: 2TH,78: 3JN,0.9896977
68: 1TI,78: 3JN,0.9218567
69: 2TI,78: 3JN,0.96972096
70: TIT,78: 3JN,0.9810099
71: PHM,78: 3JN,0.9908842
72: HEB,78: 3JN,0.8312201
73: JAS,78: 3JN,0.95116955
74: 1PE,78: 3JN,0.9473868
75: 2PE,78: 3JN,0.98379767
76: 1JN,78: 3JN,0.9089458
77: 2JN,78: 3JN,0.99225
78: 3JN,78: 3JN,1
79: JUD,78: 3JN,0.99507976
80: REV,78: 3JN,0.63519853
0: GEN,79: JUD,0.63435256
1: EXO,79: JUD,0.6729278
2: LEV,79: JUD,0.708769
3: NUM,79: JUD,0.71786016
4: DEU,79: JUD,0.70729536
5: JOS,79: JUD,0.6375646
6: JDG,79: JUD,0.63767654
7: RUT,79: JUD,0.89911246
8: 1SA,79: JUD,0.68958306
9: 2SA,79: JUD,0.6901029
10: 1KI,79: JUD,0.7273279
11: 2KI,79: JUD,0.6796483
12: 1CH,79: JUD,0.6737009
13: 2CH,79: JUD,0.768346
14: EZR,79: JUD,0.8010393
15: NEH,79: JUD,0.66735214
16: EST,79: JUD,0.756338
17: JOB,79: JUD,0.6350199
18: PSA,79: JUD,0.701406
19: PRO,79: JUD,0.6611739
20: ECC,79: JUD,0.791629
21: SNG,79: JUD,0.81918323
22: ISA,79: JUD,0.6429215
23: JER,79: JUD,0.71320134
24: LAM,79: JUD,0.8162831
25: EZK,79: JUD,0.67734396
26: DAN,79: JUD,0.7106115
27: HOS,79: JUD,0.7512316
28: JOL,79: JUD,0.8575106
29: AMO,79: JUD,0.8496039
30: OBA,79: JUD,0.9690851
31: JON,79: JUD,0.95169616
32: MIC,79: JUD,0.8592978
33: NAM,79: JUD,0.90937454
34: HAB,79: JUD,0.8917231
35: ZEP,79: JUD,0.8970069
36: HAG,79: JUD,0.9552756
37: ZEC,79: JUD,0.82923
38: MAL,79: JUD,0.95037323
54: MAT,79: JUD,0.76650757
55: MRK,79: JUD,0.7623076
56: LUK,79: JUD,0.8445997
57: JHN,79: JUD,0.7285929
58: ACT,79: JUD,0.7486307
59: ROM,79: JUD,0.82841104
60: 1CO,79: JUD,0.7881637
61: 2CO,79: JUD,0.86372906
62: GAL,79: JUD,0.92031103
63: EPH,79: JUD,0.8998444
64: PHP,79: JUD,0.9383413
65: COL,79: JUD,0.9436548
66: 1TH,79: JUD,0.9790128
67: 2TH,79: JUD,0.9889399
68: 1TI,79: JUD,0.93213415
69: 2TI,79: JUD,0.97379243
70: TIT,79: JUD,0.987543
71: PHM,79: JUD,0.98962444
72: HEB,79: JUD,0.8320011
73: JAS,79: JUD,0.9479618
74: 1PE,79: JUD,0.9585031
75: 2PE,79: JUD,0.9841769
76: 1JN,79: JUD,0.8811269
77: 2JN,79: JUD,0.9867261
78: 3JN,79: JUD,0.99507976
79: JUD,79: JUD,1.0000001
80: REV,79: JUD,0.63317347
0: GEN,80: REV,0.35352266
1: EXO,80: REV,0.37589338
2: LEV,80: REV,0.46541944
3: NUM,80: REV,0.39824268
4: DEU,80: REV,0.4168609
5: JOS,80: REV,0.45089817
6: JDG,80: REV,0.46692535
7: RUT,80: REV,0.58930665
8: 1SA,80: REV,0.38841733
9: 2SA,80: REV,0.43272206
10: 1KI,80: REV,0.47167718
11: 2KI,80: REV,0.49986678
12: 1CH,80: REV,0.45868605
13: 2CH,80: REV,0.49614725
14: EZR,80: REV,0.48696718
15: NEH,80: REV,0.40353107
16: EST,80: REV,0.5847687
17: JOB,80: REV,0.49508813
18: PSA,80: REV,0.3683991
19: PRO,80: REV,0.36998534
20: ECC,80: REV,0.4217099
21: SNG,80: REV,0.6651935
22: ISA,80: REV,0.48867506
23: JER,80: REV,0.43536043
24: LAM,80: REV,0.52321875
25: EZK,80: REV,0.42822957
26: DAN,80: REV,0.515582
27: HOS,80: REV,0.47796538
28: JOL,80: REV,0.5524511
29: AMO,80: REV,0.5738442
30: OBA,80: REV,0.61730844
31: JON,80: REV,0.618877
32: MIC,80: REV,0.53449845
33: NAM,80: REV,0.6352968
34: HAB,80: REV,0.57918894
35: ZEP,80: REV,0.5729098
36: HAG,80: REV,0.64875257
37: ZEC,80: REV,0.6562177
38: MAL,80: REV,0.5558066
54: MAT,80: REV,0.5401631
55: MRK,80: REV,0.56524163
56: LUK,80: REV,0.5928
57: JHN,80: REV,0.5513865
58: ACT,80: REV,0.5386801
59: ROM,80: REV,0.36996585
60: 1CO,80: REV,0.44038957
61: 2CO,80: REV,0.44567096
62: GAL,80: REV,0.49968317
63: EPH,80: REV,0.478602
64: PHP,80: REV,0.55047554
65: COL,80: REV,0.55674124
66: 1TH,80: REV,0.5825105
67: 2TH,80: REV,0.60888875
68: 1TI,80: REV,0.54470646
69: 2TI,80: REV,0.62631875
70: TIT,80: REV,0.6170357
71: PHM,80: REV,0.631667
72: HEB,80: REV,0.4272097
73: JAS,80: REV,0.55881244
74: 1PE,80: REV,0.5643544
75: 2PE,80: REV,0.63569397
76: 1JN,80: REV,0.5851944
77: 2JN,80: REV,0.65846926
78: 3JN,80: REV,0.63519853
79: JUD,80: REV,0.63317347
80: REV,80: REV,1
